lại	l a j ˨˩ʔ
lạm	l a m ˨˩ʔ
lạng	l a ŋ̚ ˨˩ʔ
lạnh	l a ɲ̚ ˨˩ʔ
lạp	l a p̚ ˨˩ʔ
lạt	l a t̚ ˨˩ʔ
lạy	l a j ˨˩ʔ
lả	l a ˧˩˧
lảng	l a ŋ̚ ˧˩˧
lảo	l a w ˧˩˧
lấm	l ə m ˧˥
lấn	l ə n ˧˥
lấp	l ə p̚ ˧˥
lấy	l ə j ˧˥
lầm	l ə m ˨˩
lần	l ə n ˨˩
lầu	l ə w ˨˩
lầy	l ə j ˨˩
lẩn	l ə n ˧˩˧
lẩu	l ə w ˧˩˧
lẫm	l ə m ˧˥ʔ
lẫn	l ə n ˧˥ʔ
lẫy	l ə j ˧˥ʔ
lận	l ə n ˨˩ʔ
lập	l ə p̚ ˨˩ʔ
lật	l ə t̚ ˨˩ʔ
lậu	l ə w ˨˩ʔ
lắc	l ɐ k̚ ˧˥
lắm	l ɐ m ˧˥
lắng	l ɐ ŋ̚ ˧˥
lắp	l ɐ p̚ ˧˥
lắt	l ɐ t̚ ˧˥
lằn	l ɐ n ˨˩
lằng	l ɐ ŋ̚ ˨˩
lẳng	l ɐ ŋ̚ ˧˩˧
lặn	l ɐ n ˨˩ʔ
lặng	l ɐ ŋ̚ ˨˩ʔ
lặp	l ɐ p̚ ˨˩ʔ
lặt	l ɐ t̚ ˨˩ʔ
lẹ	l ɛ ˨˩ʔ
lẹt	l ɛ t̚ ˨˩ʔ
lẻ	l ɛ ˧˩˧
lẻn	l ɛ n ˧˩˧
lẻo	l ɛ w ˧˩˧
lẽ	l ɛ ˧˥ʔ
lẽo	l ɛ w ˧˥ʔ
lết	l e t̚ ˧˥
lề	l e ˨˩
lều	l e w ˨˩
lể	l e ˧˩˧
lễ	l e ˧˥ʔ
lệ	l e ˨˩ʔ
lệch	l e k̚ ˨˩ʔ
lệnh	l e ɲ̚ ˨˩ʔ
lỉnh	l i ɲ̚ ˧˩˧
lị	l i ˨˩ʔ
lịch	l i k̚ ˨˩ʔ
lịm	l i m ˨˩ʔ
lọ	l ɔ ˨˩ʔ
lọc	l ɔ k̚ ˨˩ʔ
lọi	l ɔ j ˨˩ʔ
lọt	l ɔ t̚ ˨˩ʔ
lỏi	l ɔ j ˧˩˧
lỏm	l ɔ m ˧˩˧
lỏng	l ɔ ŋ̚ ˧˩˧
lố	l o ˧˥
lốc	l o k̚ ˧˥
lối	l o j ˧˥
lốn	l o n ˧˥
lốp	l o p̚ ˧˥
lốt	l o t̚ ˧˥
lồ	l o ˨˩
lồi	l o j ˨˩
lồng	l o ŋ̚ ˨˩
lổ	l o ˧˩˧
lỗ	l o ˧˥ʔ
lỗi	l o j ˧˥ʔ
lộ	l o ˨˩ʔ
lộc	l o k̚ ˨˩ʔ
lội	l o j ˨˩ʔ
lộn	l o n ˨˩ʔ
lộng	l o ŋ̚ ˨˩ʔ
lột	l o t̚ ˨˩ʔ
lớn	l ɤ n ˧˥
lớp	l ɤ p̚ ˧˥
lờ	l ɤ ˨˩
lời	l ɤ j ˨˩
lở	l ɤ ˧˩˧
lỡ	l ɤ ˧˥ʔ
lợ	l ɤ ˨˩ʔ
lợi	l ɤ j ˨˩ʔ
lợn	l ɤ n ˨˩ʔ
lợp	l ɤ p̚ ˨˩ʔ
lụa	l u a ˨˩ʔ
lục	l u k̚ ˨˩ʔ
lụng	l u ŋ̚ ˨˩ʔ
lụt	l u t̚ ˨˩ʔ
lụy	l u j ˨˩ʔ
lủi	l u j ˧˩˧
lủng	l u ŋ̚ ˧˩˧
lứa	l ɯ a ˧˥
lứt	l ɯ t̚ ˧˥
lừ	l ɯ ˨˩
lừa	l ɯ a ˨˩
lừng	l ɯ ŋ̚ ˨˩
lửa	l ɯ a ˧˩˧
lửng	l ɯ ŋ̚ ˧˩˧
lữ	l ɯ ˧˥ʔ
lự	l ɯ ˨˩ʔ
lựa	l ɯ a ˨˩ʔ
lực	l ɯ k̚ ˨˩ʔ
lựu	l ɯ w ˨˩ʔ
lỵ	l i ˨˩ʔ
m	spn
ma	m a ˧
mai	m a j ˧
man	m a n ˧
mang	m a ŋ̚ ˧
mangan	m a a n ˧
manh	m a ɲ̚ ˧
mao	m a w ˧
mark	m a ˧
martin	m a i n ˧
mau	m a w ˧
may	m a j ˧
me	m ɛ ˧
men	m ɛ n ˧
mi	m i ˧
mia	m i a ˧
min	m i n ˧
minh	m i ɲ̚ ˧
mini	m i j ˧
miên	m i e n ˧
miêu	m i e w ˧
miến	m i e n ˧˥
miếng	m i e ŋ̚ ˧˥
miếu	m i e w ˧˥
miền	m i e n ˨˩
miều	m i e w ˨˩
miễn	m i e n ˧˥ʔ
miện	m i e n ˨˩ʔ
miệng	m i e ŋ̚ ˨˩ʔ
miệt	m i e t̚ ˨˩ʔ
moi	m ɔ j ˧
mong	m ɔ ŋ̚ ˧
mu	m u ˧
mua	m u a ˧
muôi	m u o j ˧
muôn	m u o n ˧
muối	m u o j ˧˥
muốn	m u o n ˧˥
muống	m u o ŋ̚ ˧˥
muỗi	m u o j ˧˥ʔ
muỗng	m u o ŋ̚ ˧˥ʔ
muộn	m u o n ˨˩ʔ
my	m i ˧
mà	m a ˨˩
mài	m a j ˨˩
màn	m a n ˨˩
màng	m a ŋ̚ ˨˩
mành	m a ɲ̚ ˨˩
mào	m a w ˨˩
màu	m a w ˨˩
mày	m a j ˨˩
má	m a ˧˥
mác	m a k̚ ˧˥
mách	m a k̚ ˧˥
mái	m a j ˧˥
máng	m a ŋ̚ ˧˥
mánh	m a ɲ̚ ˧˥
máo	m a w ˧˥
mát	m a t̚ ˧˥
máu	m a w ˧˥
máy	m a j ˧˥
mâm	m ə m ˧
mân	m ə n ˧
mâu	m ə w ˧
mây	m ə j ˧
mã	m a ˧˥ʔ
mãi	m a j ˧˥ʔ
mãn	m a n ˧˥ʔ
mãnh	m a ɲ̚ ˧˥ʔ
mão	m a w ˧˥ʔ
mè	m ɛ ˨˩
mèo	m ɛ w ˨˩
mé	m ɛ ˧˥
méo	m ɛ w ˧˥
mép	m ɛ p̚ ˧˥
mét	m ɛ t̚ ˧˥
mê	m e ˧
mênh	m e ɲ̚ ˧
mì	m i ˨˩
mìn	m i n ˨˩
mình	m i ɲ̚ ˨˩
mí	m i ˧˥
mía	m i a ˧˥
mích	m i k̚ ˧˥
mít	m i t̚ ˧˥
mò	m ɔ ˨˩
mòn	m ɔ n ˨˩
mòng	m ɔ ŋ̚ ˨˩
mó	m ɔ ˧˥
móc	m ɔ k̚ ˧˥
móm	m ɔ m ˧˥
món	m ɔ n ˧˥
móng	m ɔ ŋ̚ ˧˥
mô	m o ˧
môi	m o j ˧
môn	m o n ˧
mông	m o ŋ̚ ˧
môt	m o t̚ ˧
mù	m u ˨˩
mùa	m u a ˨˩
mùi	m u j ˨˩
mùng	m u ŋ̚ ˨˩
múa	m u a ˧˥
múc	m u k̚ ˧˥
múi	m u j ˧˥
mún	m u n ˧˥
mút	m u t̚ ˧˥
măng	m ɐ ŋ̚ ˧
mĩ	m i ˧˥ʔ
mĩm	m i m ˧˥ʔ
mũ	m u ˧˥ʔ
mũi	m u j ˧˥ʔ
mũm	m u m ˧˥ʔ
mơ	m ɤ ˧
mơn	m ɤ n ˧
mưa	m ɯ a ˧
mưng	m ɯ ŋ̚ ˧
mưu	m ɯ w ˧
mươi	m ɯ ɤ j ˧
mương	m ɯ ɤ ŋ̚ ˧
mướn	m ɯ ɤ n ˧˥
mướp	m ɯ ɤ p̚ ˧˥
mướt	m ɯ ɤ t̚ ˧˥
mười	m ɯ ɤ j ˨˩
mường	m ɯ ɤ ŋ̚ ˨˩
mượn	m ɯ ɤ n ˨˩ʔ
mượt	m ɯ ɤ t̚ ˨˩ʔ
mạ	m a ˨˩ʔ
mạc	m a k̚ ˨˩ʔ
mạch	m a k̚ ˨˩ʔ
mại	m a j ˨˩ʔ
mạn	m a n ˨˩ʔ
mạng	m a ŋ̚ ˨˩ʔ
mạnh	m a ɲ̚ ˨˩ʔ
mạo	m a w ˨˩ʔ
mạp	m a p̚ ˨˩ʔ
mạt	m a t̚ ˨˩ʔ
mải	m a j ˧˩˧
mảng	m a ŋ̚ ˧˩˧
mảnh	m a ɲ̚ ˧˩˧
mất	m ə t̚ ˧˥
mấu	m ə w ˧˥
mấy	m ə j ˧˥
mầm	m ə m ˨˩
mầu	m ə w ˨˩
mẩn	m ə n ˧˩˧
mẩu	m ə w ˧˩˧
mẫm	m ə m ˧˥ʔ
mẫn	m ə n ˧˥ʔ
mẫu	m ə w ˧˥ʔ
mận	m ə n ˨˩ʔ
mập	m ə p̚ ˨˩ʔ
mật	m ə t̚ ˨˩ʔ
mắc	m ɐ k̚ ˧˥
mắm	m ɐ m ˧˥
mắn	m ɐ n ˧˥
mắng	m ɐ ŋ̚ ˧˥
mắt	m ɐ t̚ ˧˥
mặc	m ɐ k̚ ˨˩ʔ
mặn	m ɐ n ˨˩ʔ
mặt	m ɐ t̚ ˨˩ʔ
mẹ	m ɛ ˨˩ʔ
mẹo	m ɛ w ˨˩ʔ
mẻ	m ɛ ˧˩˧
mẽ	m ɛ ˧˥ʔ
mế	m e ˧˥
mến	m e n ˧˥
mếu	m e w ˧˥
mề	m e ˨˩
mềm	m e m ˨˩
mền	m e n ˨˩
mệnh	m e ɲ̚ ˨˩ʔ
mệt	m e t̚ ˨˩ʔ
mỉ	m i ˧˩˧
mỉa	m i a ˧˩˧
mỉm	m i m ˧˩˧
mị	m i ˨˩ʔ
mịch	m i k̚ ˨˩ʔ
mịn	m i n ˨˩ʔ
mịt	m i t̚ ˨˩ʔ
mọ	m ɔ ˨˩ʔ
mọc	m ɔ k̚ ˨˩ʔ
mọi	m ɔ j ˨˩ʔ
mọng	m ɔ ŋ̚ ˨˩ʔ
mọt	m ɔ t̚ ˨˩ʔ
mỏ	m ɔ ˧˩˧
mỏi	m ɔ j ˧˩˧
mỏm	m ɔ m ˧˩˧
mỏng	m ɔ ŋ̚ ˧˩˧
mốc	m o k̚ ˧˥
mối	m o j ˧˥
mống	m o ŋ̚ ˧˥
mốt	m o t̚ ˧˥
mồ	m o ˨˩
mồi	m o j ˨˩
mồm	m o m ˨˩
mồng	m o ŋ̚ ˨˩
mổ	m o ˧˩˧
mỗ	m o ˧˥ʔ
mỗi	m o j ˧˥ʔ
mộ	m o ˨˩ʔ
mộc	m o k̚ ˨˩ʔ
mộng	m o ŋ̚ ˨˩ʔ
một	m o t̚ ˨˩ʔ
mớ	m ɤ ˧˥
mới	m ɤ j ˧˥
mờ	m ɤ ˨˩
mời	m ɤ j ˨˩
mở	m ɤ ˧˩˧
mỡ	m ɤ ˧˥ʔ
mợ	m ɤ ˨˩ʔ
mụ	m u ˨˩ʔ
mục	m u k̚ ˨˩ʔ
mụi	m u j ˨˩ʔ
mụn	m u n ˨˩ʔ
mủ	m u ˧˩˧
mức	m ɯ k̚ ˧˥
mứt	m ɯ t̚ ˧˥
mừng	m ɯ ŋ̚ ˨˩
mửa	m ɯ a ˧˩˧
mực	m ɯ k̚ ˨˩ʔ
mỹ	m i ˧˥ʔ
n	spn
na	n a ˧
nai	n a j ˧
nam	n a m ˧
nan	n a n ˧
nang	n a ŋ̚ ˧
nanh	n a ɲ̚ ˧
nao	n a w ˧
nay	n a j ˧
nem	n ɛ m ˧
neo	n ɛ w ˧
nga	ŋ a ˧
ngai	ŋ a j ˧
ngang	ŋ a ŋ̚ ˧
ngao	ŋ a w ˧
ngay	ŋ a j ˧
nghe	ŋ ɛ ˧
nghi	ŋ i ˧
nghinh	ŋ i ɲ̚ ˧
nghiêm	ŋ i e m ˧
nghiên	ŋ i e n ˧
nghiêng	ŋ i e ŋ̚ ˧
nghiến	ŋ i e n ˧˥
nghiền	ŋ i e n ˨˩
nghiễm	ŋ i e m ˧˥ʔ
nghiệm	ŋ i e m ˨˩ʔ
nghiện	ŋ i e n ˨˩ʔ
nghiệp	ŋ i e p̚ ˨˩ʔ
nghiệt	ŋ i e t̚ ˨˩ʔ
nghèo	ŋ ɛ w ˨˩
nghé	ŋ ɛ ˧˥
nghén	ŋ ɛ n ˧˥
nghét	ŋ ɛ t̚ ˧˥
nghê	ŋ e ˧
nghênh	ŋ e ɲ̚ ˧
nghêu	ŋ e w ˧
nghìn	ŋ i n ˨˩
nghĩ	ŋ i ˧˥ʔ
nghĩa	ŋ i a ˧˥ʔ
nghẹn	ŋ ɛ n ˨˩ʔ
nghẹt	ŋ ɛ t̚ ˨˩ʔ
nghẽn	ŋ ɛ n ˧˥ʔ
nghề	ŋ e ˨˩
nghệ	ŋ e ˨˩ʔ
nghệch	ŋ e k̚ ˨˩ʔ
nghỉ	ŋ i ˧˩˧
nghị	ŋ i ˨˩ʔ
nghịch	ŋ i k̚ ˨˩ʔ
ngoa	ŋ ɔ a ˧
ngoai	ŋ ɔ a j ˧
ngoan	ŋ ɔ a n ˧
ngoi	ŋ ɔ j ˧
ngon	ŋ ɔ n ˧
ngoài	ŋ ɔ a j ˨˩
ngoái	ŋ ɔ a j ˧˥
ngoãn	ŋ ɔ a n ˧˥ʔ
ngoại	ŋ ɔ a j ˨˩ʔ
ngoạn	ŋ ɔ a n ˨˩ʔ
ngoắt	ŋ ɔ ɐ t̚ ˧˥
ngoặc	ŋ ɔ ɐ k̚ ˨˩ʔ
ngoặt	ŋ ɔ ɐ t̚ ˨˩ʔ
ngu	ŋ u ˧
nguy	ŋ u j ˧
nguyên	ŋ u i e n ˧
nguyền	ŋ u i e n ˨˩
nguyện	ŋ u i e n ˨˩ʔ
nguyệt	ŋ u i e t̚ ˨˩ʔ
nguôi	ŋ u o j ˧
nguồn	ŋ u o n ˨˩
nguội	ŋ u o j ˨˩ʔ
nguỵ	ŋ u j ˨˩ʔ
ngà	ŋ a ˨˩
ngài	ŋ a j ˨˩
ngàn	ŋ a n ˨˩
ngàng	ŋ a ŋ̚ ˨˩
ngành	ŋ a ɲ̚ ˨˩
ngào	ŋ a w ˨˩
ngày	ŋ a j ˨˩
ngách	ŋ a k̚ ˧˥
ngán	ŋ a n ˧˥
ngáo	ŋ a w ˧˥
ngáp	ŋ a p̚ ˧˥
ngát	ŋ a t̚ ˧˥
ngáy	ŋ a j ˧˥
ngâm	ŋ ə m ˧
ngân	ŋ ə n ˧
ngây	ŋ ə j ˧
ngã	ŋ a ˧˥ʔ
ngãi	ŋ a j ˧˥ʔ
ngò	ŋ ɔ ˨˩
ngòi	ŋ ɔ j ˨˩
ngó	ŋ ɔ ˧˥
ngóc	ŋ ɔ k̚ ˧˥
ngói	ŋ ɔ j ˧˥
ngón	ŋ ɔ n ˧˥
ngóng	ŋ ɔ ŋ̚ ˧˥
ngót	ŋ ɔ t̚ ˧˥
ngô	ŋ o ˧
ngôi	ŋ o j ˧
ngôn	ŋ o n ˧
ngông	ŋ o ŋ̚ ˧
ngõ	ŋ ɔ ˧˥ʔ
ngùi	ŋ u j ˨˩
ngùn	ŋ u n ˨˩
ngùng	ŋ u ŋ̚ ˨˩
ngút	ŋ u t̚ ˧˥
ngăn	ŋ ɐ n ˧
ngũ	ŋ u ˧˥ʔ
ngơ	ŋ ɤ ˧
ngơi	ŋ ɤ j ˧
ngư	ŋ ɯ ˧
ngưng	ŋ ɯ ŋ̚ ˧
ngưu	ŋ ɯ w ˧
ngươi	ŋ ɯ ɤ j ˧
người	ŋ ɯ ɤ j ˨˩
ngưởng	ŋ ɯ ɤ ŋ̚ ˧˩˧
ngưỡng	ŋ ɯ ɤ ŋ̚ ˧˥ʔ
ngược	ŋ ɯ ɤ k̚ ˨˩ʔ
ngượng	ŋ ɯ ɤ ŋ̚ ˨˩ʔ
ngạc	ŋ a k̚ ˨˩ʔ
ngạch	ŋ a k̚ ˨˩ʔ
ngại	ŋ a j ˨˩ʔ
ngạn	ŋ a n ˨˩ʔ
ngạo	ŋ a w ˨˩ʔ
ngạt	ŋ a t̚ ˨˩ʔ
ngả	ŋ a ˧˩˧
ngải	ŋ a j ˧˩˧
ngấm	ŋ ə m ˧˥
ngấn	ŋ ə n ˧˥
ngất	ŋ ə t̚ ˧˥
ngấy	ŋ ə j ˧˥
ngầm	ŋ ə m ˨˩
ngần	ŋ ə n ˨˩
ngầu	ŋ ə w ˨˩
ngẩm	ŋ ə m ˧˩˧
ngẩn	ŋ ə n ˧˩˧
ngẫm	ŋ ə m ˧˥ʔ
ngẫu	ŋ ə w ˧˥ʔ
ngậm	ŋ ə m ˨˩ʔ
ngập	ŋ ə p̚ ˨˩ʔ
ngậu	ŋ ə w ˨˩ʔ
ngậy	ŋ ə j ˨˩ʔ
ngắm	ŋ ɐ m ˧˥
ngắn	ŋ ɐ n ˧˥
ngắt	ŋ ɐ t̚ ˧˥
ngặt	ŋ ɐ t̚ ˨˩ʔ
ngọ	ŋ ɔ ˨˩ʔ
ngọc	ŋ ɔ k̚ ˨˩ʔ
ngọn	ŋ ɔ n ˨˩ʔ
ngọt	ŋ ɔ t̚ ˨˩ʔ
ngốc	ŋ o k̚ ˧˥
ngồi	ŋ o j ˨˩
ngổn	ŋ o n ˧˩˧
ngỗng	ŋ o ŋ̚ ˧˥ʔ
ngộ	ŋ o ˨˩ʔ
ngộp	ŋ o p̚ ˨˩ʔ
ngột	ŋ o t̚ ˨˩ʔ
ngớ	ŋ ɤ ˧˥
ngớt	ŋ ɤ t̚ ˧˥
ngờ	ŋ ɤ ˨˩
ngời	ŋ ɤ j ˨˩
ngỡ	ŋ ɤ ˧˥ʔ
ngợi	ŋ ɤ j ˨˩ʔ
ngợm	ŋ ɤ m ˨˩ʔ
ngợp	ŋ ɤ p̚ ˨˩ʔ
ngụ	ŋ u ˨˩ʔ
ngục	ŋ u k̚ ˨˩ʔ
ngụm	ŋ u m ˨˩ʔ
ngụt	ŋ u t̚ ˨˩ʔ
ngụy	ŋ u j ˨˩ʔ
ngủ	ŋ u ˧˩˧
ngủi	ŋ u j ˧˩˧
ngứa	ŋ ɯ a ˧˥
ngừ	ŋ ɯ ˨˩
ngừa	ŋ ɯ a ˨˩
ngừng	ŋ ɯ ŋ̚ ˨˩
ngửa	ŋ ɯ a ˧˩˧
ngửi	ŋ ɯ j ˧˩˧
ngữ	ŋ ɯ ˧˥ʔ
ngự	ŋ ɯ ˨˩ʔ
ngựa	ŋ ɯ a ˨˩ʔ
ngực	ŋ ɯ k̚ ˨˩ʔ
nha	ɲ a ˧
nhai	ɲ a j ˧
nham	ɲ a m ˧
nhan	ɲ a n ˧
nhang	ɲ a ŋ̚ ˧
nhanh	ɲ a ɲ̚ ˧
nhau	ɲ a w ˧
nhe	ɲ ɛ ˧
nhem	ɲ ɛ m ˧
nhen	ɲ ɛ n ˧
nheo	ɲ ɛ w ˧
nhi	ɲ i ˧
nhiên	ɲ i e n ˧
nhiêu	ɲ i e w ˧
nhiếc	ɲ i e k̚ ˧˥
nhiếp	ɲ i e p̚ ˧˥
nhiều	ɲ i e w ˨˩
nhiễm	ɲ i e m ˧˥ʔ
nhiễu	ɲ i e w ˧˥ʔ
nhiệm	ɲ i e m ˨˩ʔ
nhiệt	ɲ i e t̚ ˨˩ʔ
nho	ɲ ɔ ˧
nhoi	ɲ ɔ j ˧
nhoà	ɲ ɔ a ˨˩
nhoài	ɲ ɔ a j ˨˩
nhoáng	ɲ ɔ a ŋ̚ ˧˥
nhu	ɲ u ˧
nhum	ɲ u m ˧
nhung	ɲ u ŋ̚ ˧
nhuyễn	ɲ u i e n ˧˥ʔ
nhuần	ɲ u ə n ˨˩
nhuận	ɲ u ə n ˨˩ʔ
nhuệ	ɲ u e ˨˩ʔ
nhuốc	ɲ u o k̚ ˧˥
nhuộm	ɲ u o m ˨˩ʔ
nhà	ɲ a ˨˩
nhàm	ɲ a m ˨˩
nhàn	ɲ a n ˨˩
nhàng	ɲ a ŋ̚ ˨˩
nhào	ɲ a w ˨˩
nhàu	ɲ a w ˨˩
nhá	ɲ a ˧˥
nhác	ɲ a k̚ ˧˥
nhách	ɲ a k̚ ˧˥
nhái	ɲ a j ˧˥
nhánh	ɲ a ɲ̚ ˧˥
nháo	ɲ a w ˧˥
nháp	ɲ a p̚ ˧˥
nhát	ɲ a t̚ ˧˥
nháy	ɲ a j ˧˥
nhâm	ɲ ə m ˧
nhân	ɲ ə n ˧
nhã	ɲ a ˧˥ʔ
nhãn	ɲ a n ˧˥ʔ
nhãng	ɲ a ŋ̚ ˧˥ʔ
nhão	ɲ a w ˧˥ʔ
nhé	ɲ ɛ ˧˥
nhét	ɲ ɛ t̚ ˧˥
nhì	ɲ i ˨˩
nhìn	ɲ i n ˨˩
nhìu	ɲ i w ˨˩
nhí	ɲ i ˧˥
nhích	ɲ i k̚ ˧˥
nhím	ɲ i m ˧˥
nhíp	ɲ i p̚ ˧˥
nhòa	ɲ ɔ a ˨˩
nhòe	ɲ ɔ ɛ ˨˩
nhòm	ɲ ɔ m ˨˩
nhó	ɲ ɔ ˧˥
nhóc	ɲ ɔ k̚ ˧˥
nhói	ɲ ɔ j ˧˥
nhóm	ɲ ɔ m ˧˥
nhót	ɲ ɔ t̚ ˧˥
nhô	ɲ o ˧
nhôm	ɲ o m ˧
nhõm	ɲ ɔ m ˧˥ʔ
nhõng	ɲ ɔ ŋ̚ ˧˥ʔ
nhú	ɲ u ˧˥
nhúc	ɲ u k̚ ˧˥
nhúm	ɲ u m ˧˥
nhún	ɲ u n ˧˥
nhúng	ɲ u ŋ̚ ˧˥
nhút	ɲ u t̚ ˧˥
nhăn	ɲ ɐ n ˧
nhăng	ɲ ɐ ŋ̚ ˧
nhĩ	ɲ i ˧˥ʔ
nhũ	ɲ u ˧˥ʔ
nhũng	ɲ u ŋ̚ ˧˥ʔ
nhơ	ɲ ɤ ˧
nhơn	ɲ ɤ n ˧
như	ɲ ɯ ˧
nhưng	ɲ ɯ ŋ̚ ˧
nhường	ɲ ɯ ɤ ŋ̚ ˨˩
nhưỡng	ɲ ɯ ɤ ŋ̚ ˧˥ʔ
nhược	ɲ ɯ ɤ k̚ ˨˩ʔ
nhượng	ɲ ɯ ɤ ŋ̚ ˨˩ʔ
nhạc	ɲ a k̚ ˨˩ʔ
nhạt	ɲ a t̚ ˨˩ʔ
nhạy	ɲ a j ˨˩ʔ
nhả	ɲ a ˧˩˧
nhảm	ɲ a m ˧˩˧
nhản	ɲ a n ˧˩˧
nhảnh	ɲ a ɲ̚ ˧˩˧
nhảy	ɲ a j ˧˩˧
nhấc	ɲ ə k̚ ˧˥
nhấm	ɲ ə m ˧˥
nhấn	ɲ ə n ˧˥
nhấp	ɲ ə p̚ ˧˥
nhất	ɲ ə t̚ ˧˥
nhầm	ɲ ə m ˨˩
nhầy	ɲ ə j ˨˩
nhẩm	ɲ ə m ˧˩˧
nhẫn	ɲ ə n ˧˥ʔ
nhậm	ɲ ə m ˨˩ʔ
nhận	ɲ ə n ˨˩ʔ
nhập	ɲ ə p̚ ˨˩ʔ
nhật	ɲ ə t̚ ˨˩ʔ
nhậu	ɲ ə w ˨˩ʔ
nhắc	ɲ ɐ k̚ ˧˥
nhắm	ɲ ɐ m ˧˥
nhắn	ɲ ɐ n ˧˥
nhằm	ɲ ɐ m ˨˩
nhằn	ɲ ɐ n ˨˩
nhằng	ɲ ɐ ŋ̚ ˨˩
nhẵn	ɲ ɐ n ˧˥ʔ
nhặn	ɲ ɐ n ˨˩ʔ
nhặt	ɲ ɐ t̚ ˨˩ʔ
nhẹ	ɲ ɛ ˨˩ʔ
nhẹn	ɲ ɛ n ˨˩ʔ
nhẹt	ɲ ɛ t̚ ˨˩ʔ
nhẽ	ɲ ɛ ˧˥ʔ
nhẽo	ɲ ɛ w ˧˥ʔ
nhếch	ɲ e k̚ ˧˥
nhện	ɲ e n ˨˩ʔ
nhỉ	ɲ i ˧˩˧
nhỉnh	ɲ i ɲ̚ ˧˩˧
nhị	ɲ i ˨˩ʔ
nhịn	ɲ i n ˨˩ʔ
nhịp	ɲ i p̚ ˨˩ʔ
nhọ	ɲ ɔ ˨˩ʔ
nhọc	ɲ ɔ k̚ ˨˩ʔ
nhọn	ɲ ɔ n ˨˩ʔ
nhọt	ɲ ɔ t̚ ˨˩ʔ
nhỏ	ɲ ɔ ˧˩˧
nhỏm	ɲ ɔ m ˧˩˧
nhố	ɲ o ˧˥
nhối	ɲ o j ˧˥
nhốt	ɲ o t̚ ˧˥
nhồi	ɲ o j ˨˩
nhổ	ɲ o ˧˩˧
nhổm	ɲ o m ˧˩˧
nhộn	ɲ o n ˨˩ʔ
nhộng	ɲ o ŋ̚ ˨˩ʔ
nhớ	ɲ ɤ ˧˥
nhớt	ɲ ɤ t̚ ˧˥
nhờ	ɲ ɤ ˨˩
nhờn	ɲ ɤ n ˨˩
nhở	ɲ ɤ ˧˩˧
nhỡ	ɲ ɤ ˧˥ʔ
nhợt	ɲ ɤ t̚ ˨˩ʔ
nhục	ɲ u k̚ ˨˩ʔ
nhụt	ɲ u t̚ ˨˩ʔ
nhủ	ɲ u ˧˩˧
nhức	ɲ ɯ k̚ ˧˥
nhứt	ɲ ɯ t̚ ˧˥
nhừ	ɲ ɯ ˨˩
nhử	ɲ ɯ ˧˩˧
những	ɲ ɯ ŋ̚ ˧˥ʔ
nhựa	ɲ ɯ a ˨˩ʔ
nhựt	ɲ ɯ t̚ ˨˩ʔ
ni	n i ˧
nin	n i n ˧
ninh	n i ɲ̚ ˧
niu	n i w ˧
niêm	n i e m ˧
niên	n i e n ˧
niết	n i e t̚ ˧˥
niềm	n i e m ˨˩
niềng	n i e ŋ̚ ˨˩
niệm	n i e m ˨˩ʔ
niệu	n i e w ˨˩ʔ
no	n ɔ ˧
noi	n ɔ j ˧
nom	n ɔ m ˧
non	n ɔ n ˧
nong	n ɔ ŋ̚ ˧
noãn	n ɔ a n ˧˥ʔ
nua	n u a ˧
nung	n u ŋ̚ ˧
nuôi	n u o j ˧
nuông	n u o ŋ̚ ˧
nuối	n u o j ˧˥
nuốt	n u o t̚ ˧˥
nuột	n u o t̚ ˨˩ʔ
nà	n a ˨˩
nài	n a j ˨˩
nàn	n a n ˨˩
nàng	n a ŋ̚ ˨˩
nành	n a ɲ̚ ˨˩
nào	n a w ˨˩
này	n a j ˨˩
ná	n a ˧˥
nác	n a k̚ ˧˥
nách	n a k̚ ˧˥
nái	n a j ˧˥
nám	n a m ˧˥
nán	n a n ˧˥
náo	n a w ˧˥
nát	n a t̚ ˧˥
náu	n a w ˧˥
nâng	n ə ŋ̚ ˧
nâu	n ə w ˧
nã	n a ˧˥ʔ
não	n a w ˧˥ʔ
nãy	n a j ˧˥ʔ
nè	n ɛ ˨˩
né	n ɛ ˧˥
ném	n ɛ m ˧˥
nén	n ɛ n ˧˥
nép	n ɛ p̚ ˧˥
nét	n ɛ t̚ ˧˥
nêm	n e m ˧
nên	n e n ˧
nêu	n e w ˧
nín	n i n ˧˥
nít	n i t̚ ˧˥
níu	n i w ˧˥
nòi	n ɔ j ˨˩
nó	n ɔ ˧˥
nóc	n ɔ k̚ ˧˥
nói	n ɔ j ˧˥
nón	n ɔ n ˧˥
nóng	n ɔ ŋ̚ ˧˥
nô	n o ˧
nôi	n o j ˧
nôn	n o n ˧
nông	n o ŋ̚ ˧
nùng	n u ŋ̚ ˨˩
núc	n u k̚ ˧˥
núi	n u j ˧˥
núm	n u m ˧˥
núp	n u p̚ ˧˥
nút	n u t̚ ˧˥
năm	n ɐ m ˧
năn	n ɐ n ˧
năng	n ɐ ŋ̚ ˧
nũng	n u ŋ̚ ˧˥ʔ
nơ	n ɤ ˧
nơi	n ɤ j ˧
nơm	n ɤ m ˧
nương	n ɯ ɤ ŋ̚ ˧
nước	n ɯ ɤ k̚ ˧˥
nướng	n ɯ ɤ ŋ̚ ˧˥
nạ	n a ˨˩ʔ
